date,permno
1976-10-01,24109
1976-10-01,24141
1976-10-01,24184
1976-10-01,24192
1976-10-01,24205
1976-10-01,24221
1976-10-01,24272
1976-10-01,24360
1976-10-01,24424
1976-10-01,24440
1976-10-01,24539
1976-10-01,24563
1976-10-01,24571
1976-10-01,24619
1976-10-01,24627
1976-10-01,24635
1976-10-01,24643
1976-10-01,24678
1976-10-01,24715
1976-10-01,24803
1976-10-01,24811
1976-10-01,24854
1976-10-01,24942
1976-10-01,24985
1976-10-01,25005
1976-10-01,25013
1976-10-01,25056
1976-10-01,25072
1976-10-01,25160
1976-10-01,25216
1976-10-01,25320
1976-10-01,25419
1976-10-01,25582
1976-10-01,25654
1976-10-01,25769
1976-10-01,25785
1976-10-01,25953
1976-10-01,25988
1976-10-01,26075
1976-10-01,26112
1976-10-01,26294
1976-10-01,26307
1976-10-01,26382
1976-10-01,26390
1976-10-01,26403
1976-10-01,26438
1976-10-01,26534
1976-10-01,26542
1976-10-01,26550
1976-10-01,26622
1976-10-01,26681
1976-10-01,26710
1976-10-01,26729
1976-10-01,26788
1976-10-01,26825
1976-10-01,27051
1976-10-01,27086
1976-10-01,27115
1976-10-01,27190
1976-10-01,27297
1976-10-01,27422
1976-10-01,27473
1976-10-01,27596
1976-10-01,27713
1976-10-01,27828
1976-10-01,27887
1976-10-01,27940
1976-10-01,27959
1976-10-01,27983
1976-10-01,27991
1976-10-01,28134
1976-10-01,28193
1976-10-01,28222
1976-10-01,28353
1976-10-01,28425
1976-10-01,28484
1976-10-01,28505
1976-10-01,29049
1976-10-01,29196
1976-10-01,30330
1976-10-01,30365
1976-10-01,31288
1976-10-01,31659
1976-10-01,32475
1976-10-01,33056
1976-10-01,33283
1976-10-01,33363
1976-10-01,33814
1976-10-01,34032
1976-10-01,34323
1976-10-01,34383
1976-10-01,34833
1976-10-01,34980
1976-10-01,34999
1976-10-01,35211
1976-10-01,36003
1976-10-01,36505
1976-10-01,36679
1976-10-01,38156
1976-10-01,38324
1976-10-01,38578
1976-10-01,38682
1976-10-01,38703
1976-10-01,38762
1976-10-01,38914
1976-10-01,39087
1976-10-01,39271
1976-10-01,39335
1976-10-01,39570
1976-10-01,39642
1976-10-01,39669
1976-10-01,39896
1976-10-01,39917
1976-10-01,40010
1976-10-01,40053
1976-10-01,40061
1976-10-01,40141
1976-10-01,40272
1976-10-01,40301
1976-10-01,40352
1976-10-01,40416
1976-10-01,40483
1976-10-01,40635
1976-10-01,40803
1976-10-01,41080
1976-10-01,41179
1976-10-01,41523
1976-10-01,41662
1976-10-01,41718
1976-10-01,41929
1976-10-01,41937
1976-10-01,42024
1976-10-01,42550
1976-10-01,42833
1976-10-01,42892
1976-10-01,43123
1976-10-01,43238
1976-10-01,43449
1976-10-01,43668
1976-10-01,43721
1976-10-01,43916
1976-10-01,44206
1976-10-01,44409
1976-10-01,44644
1976-10-01,45065
1976-10-01,45081
1976-10-01,45604
1976-10-01,45751
1976-10-01,45794
1976-10-01,45858
1976-10-01,46391
1976-10-01,46447
1976-10-01,46594
1976-10-01,46658
1976-10-01,46674
1976-10-01,46682
1976-10-01,46703
1976-10-01,46850
1976-10-01,47052
1976-10-01,47079
1976-10-01,47300
1976-10-01,47431
1976-10-01,47896
1976-10-01,47941
1976-10-01,48071
1976-10-01,48119
1976-10-01,48223
1976-10-01,48274
1976-10-01,48354
1976-10-01,48370
1976-10-01,48397
1976-10-01,48485
1976-10-01,48506
1976-10-01,48549
1976-10-01,48725
1976-10-01,48960
1976-10-01,49015
1976-10-01,49066
1976-10-01,49154
1976-10-01,49576
1976-10-01,49744
1976-10-01,50024
1976-10-01,50171
1976-10-01,50227
1976-10-01,50876
1976-10-01,50956
1976-10-01,51043
1976-10-01,51132
1976-10-01,51377
1976-10-01,51553
1976-10-01,51676
1976-10-01,51772
1976-10-01,52564
1976-10-01,52695
1976-10-01,52919
1976-10-01,53081
1976-10-01,53858
1976-10-01,54615
1976-10-01,54754
1976-10-01,55204
1976-10-01,55351
1976-10-01,55482
1976-10-01,55685
1976-10-01,56223
1976-10-01,56266
1976-10-01,56450
1976-10-01,56485
1976-10-01,56573
1976-10-01,56805
1976-10-01,57250
1976-10-01,57592
1976-10-01,58093
1976-10-01,58448
1976-10-01,58472
1976-10-01,58667
1976-10-01,58827
1976-10-01,58990
1976-10-01,59109
1976-10-01,59176
1976-10-01,59184
1976-10-01,59192
1976-10-01,59221
1976-10-01,59272
1976-10-01,59328
1976-10-01,59379
1976-10-01,59432
1976-10-01,59440
1976-10-01,59459
1976-10-01,59467
1976-10-01,59483
1976-10-01,59520
1976-10-01,59686
1976-10-01,60206
1976-10-01,60506
1976-10-01,60839
1976-10-01,61399
1976-10-01,61604
1976-10-01,61954
1976-10-01,62252
1976-10-01,62308
1976-10-01,63096
1976-10-01,64531
1976-10-01,66157
1976-10-01,66333
1976-10-01,66800
1976-10-01,70149
1976-10-01,70578
1976-10-01,71830
1976-10-01,80411
1976-10-01,82959
1976-11-01,10102
1976-11-01,10137
1976-11-01,10145
1976-11-01,10161
1976-11-01,10225
1976-11-01,10233
1976-11-01,10241
1976-11-01,10364
1976-11-01,10372
1976-11-01,10401
1976-11-01,10495
1976-11-01,10516
1976-11-01,10559
1976-11-01,10604
1976-11-01,10751
1976-11-01,10786
1976-11-01,10874
1976-11-01,10890
1976-11-01,10970
1976-11-01,10989
1976-11-01,11156
1976-11-01,11260
1976-11-01,11308
1976-11-01,11332
1976-11-01,11340
1976-11-01,11404
1976-11-01,11447
1976-11-01,11471
1976-11-01,11607
1976-11-01,11658
1976-11-01,11674
1976-11-01,11703
1976-11-01,11754
1976-11-01,11762
1976-11-01,11850
1976-11-01,11981
1976-11-01,12036
1976-11-01,12052
1976-11-01,12060
1976-11-01,12079
1976-11-01,12095
1976-11-01,12140
1976-11-01,12319
1976-11-01,12431
1976-11-01,12458
1976-11-01,12490
1976-11-01,12503
1976-11-01,12511
1976-11-01,12570
1976-11-01,12706
1976-11-01,12730
1976-11-01,12749
1976-11-01,12976
1976-11-01,13047
1976-11-01,13100
1976-11-01,13119
1976-11-01,13303
1976-11-01,13311
1976-11-01,13354
1976-11-01,13507
1976-11-01,13522
1976-11-01,13557
1976-11-01,13610
1976-11-01,13661
1976-11-01,13688
1976-11-01,13696
1976-11-01,13821
1976-11-01,13856
1976-11-01,13901
1976-11-01,13928
1976-11-01,14066
1976-11-01,14090
1976-11-01,14189
1976-11-01,14218
1976-11-01,14250
1976-11-01,14322
1976-11-01,14357
1976-11-01,14437
1976-11-01,14496
1976-11-01,14509
1976-11-01,14525
1976-11-01,14533
1976-11-01,14541
1976-11-01,14592
1976-11-01,14656
1976-11-01,14736
1976-11-01,14760
1976-11-01,14795
1976-11-01,14824
1976-11-01,14883
1976-11-01,14891
1976-11-01,15069
1976-11-01,15202
1976-11-01,15368
1976-11-01,15456
1976-11-01,15472
1976-11-01,15560
1976-11-01,15579
1976-11-01,15659
1976-11-01,15667
1976-11-01,15720
1976-11-01,15763
1976-11-01,15923
1976-11-01,15966
1976-11-01,16029
1976-11-01,16109
1976-11-01,16360
1976-11-01,16424
1976-11-01,16432
1976-11-01,16571
1976-11-01,16651
1976-11-01,16678
1976-11-01,16707
1976-11-01,16870
1976-11-01,17005
1976-11-01,17128
1976-11-01,17144
1976-11-01,17291
1976-11-01,17304
1976-11-01,17478
1976-11-01,17566
1976-11-01,17590
1976-11-01,17726
1976-11-01,17750
1976-11-01,17806
1976-11-01,17815
1976-11-01,17830
1976-11-01,17953
1976-11-01,17961
1976-11-01,18016
1976-11-01,18032
1976-11-01,18067
1976-11-01,18147
1976-11-01,18163
1976-11-01,18278
1976-11-01,18374
1976-11-01,18382
1976-11-01,18403
1976-11-01,18411
1976-11-01,18446
1976-11-01,18542
1976-11-01,18550
1976-11-01,18569
1976-11-01,18649
1976-11-01,18681
1976-11-01,18729
1976-11-01,18797
1976-11-01,18921
1976-11-01,18948
1976-11-01,18999
1976-11-01,19019
1976-11-01,19027
1976-11-01,19051
1976-11-01,19131
1976-11-01,19166
1976-11-01,19254
1976-11-01,19350
1976-11-01,19377
1976-11-01,19393
1976-11-01,19406
1976-11-01,19414
1976-11-01,19430
1976-11-01,19537
1976-11-01,19553
1976-11-01,19561
1976-11-01,19596
1976-11-01,19692
1976-11-01,19713
1976-11-01,19721
1976-11-01,19895
1976-11-01,19940
1976-11-01,20079
1976-11-01,20124
1976-11-01,20220
1976-11-01,20239
1976-11-01,20263
1976-11-01,20386
1976-11-01,20482
1976-11-01,20562
1976-11-01,20626
1976-11-01,20677
1976-11-01,20730
1976-11-01,20765
1976-11-01,20853
1976-11-01,21004
1976-11-01,21020
1976-11-01,21186
1976-11-01,21207
1976-11-01,21397
1976-11-01,21450
1976-11-01,21485
1976-11-01,21514
1976-11-01,21522
1976-11-01,21557
1976-11-01,21573
1976-11-01,21709
1976-11-01,21768
1976-11-01,21776
1976-11-01,21792
1976-11-01,21821
1976-11-01,21936
1976-11-01,21979
1976-11-01,22007
1976-11-01,22082
1976-11-01,22103
1976-11-01,22111
1976-11-01,22170
1976-11-01,22277
1976-11-01,22293
1976-11-01,22410
1976-11-01,22496
1976-11-01,22509
1976-11-01,22517
1976-11-01,22533
1976-11-01,22541
1976-11-01,22568
1976-11-01,22592
1976-11-01,22613
1976-11-01,22752
1976-11-01,22779
1976-11-01,22840
1976-11-01,22859
1976-11-01,22947
1976-11-01,22955
1976-11-01,23026
1976-11-01,23077
1976-11-01,23085
1976-11-01,23114
1976-11-01,23210
1976-11-01,23229
1976-11-01,23317
1976-11-01,23325
1976-11-01,23341
1976-11-01,23369
1976-11-01,23405
1976-11-01,23448
1976-11-01,23499
1976-11-01,23501
1976-11-01,23536
1976-11-01,23579
1976-11-01,23712
1976-11-01,23720
1976-11-01,23819
1976-11-01,23851
1976-11-01,23915
1976-11-01,23931
1976-11-01,23990
1976-11-01,24010
1976-11-01,24037
1976-11-01,24045
1976-11-01,24096
1976-11-01,24109
1976-11-01,24141
1976-11-01,24184
1976-11-01,24192
1976-11-01,24205
1976-11-01,24221
1976-11-01,24272
1976-11-01,24360
1976-11-01,24424
1976-11-01,24440
1976-11-01,24539
1976-11-01,24563
1976-11-01,24571
1976-11-01,24619
1976-11-01,24627
1976-11-01,24635
1976-11-01,24643
1976-11-01,24678
1976-11-01,24715
1976-11-01,24803
1976-11-01,24811
1976-11-01,24854
1976-11-01,24942
1976-11-01,24985
1976-11-01,24986
1976-11-01,25005
1976-11-01,25013
1976-11-01,25056
1976-11-01,25072
1976-11-01,25160
1976-11-01,25216
1976-11-01,25283
1976-11-01,25320
1976-11-01,25419
1976-11-01,25582
1976-11-01,25654
1976-11-01,25769
1976-11-01,25785
1976-11-01,25953
1976-11-01,25988
1976-11-01,26075
1976-11-01,26112
1976-11-01,26120
1976-11-01,26294
1976-11-01,26307
1976-11-01,26382
1976-11-01,26390
1976-11-01,26403
1976-11-01,26438
1976-11-01,26534
1976-11-01,26542
1976-11-01,26550
1976-11-01,26622
1976-11-01,26657
1976-11-01,26681
1976-11-01,26710
1976-11-01,26729
1976-11-01,26788
1976-11-01,26825
1976-11-01,27051
1976-11-01,27086
1976-11-01,27115
1976-11-01,27190
1976-11-01,27297
1976-11-01,27422
1976-11-01,27473
1976-11-01,27596
1976-11-01,27713
1976-11-01,27828
1976-11-01,27887
1976-11-01,27940
1976-11-01,27959
1976-11-01,27983
1976-11-01,27991
1976-11-01,28134
1976-11-01,28193
1976-11-01,28222
1976-11-01,28353
1976-11-01,28425
1976-11-01,28484
1976-11-01,28505
1976-11-01,29049
1976-11-01,29196
1976-11-01,30330
1976-11-01,30365
1976-11-01,31288
1976-11-01,32475
1976-11-01,33056
1976-11-01,33283
1976-11-01,33814
1976-11-01,34032
1976-11-01,34323
1976-11-01,34383
1976-11-01,34833
1976-11-01,34980
1976-11-01,34999
1976-11-01,35211
1976-11-01,36003
1976-11-01,36505
1976-11-01,36679
1976-11-01,38156
1976-11-01,38324
1976-11-01,38551
1976-11-01,38682
1976-11-01,38703
1976-11-01,38762
1976-11-01,38914
1976-11-01,39087
1976-11-01,39271
1976-11-01,39335
1976-11-01,39570
1976-11-01,39642
1976-11-01,39669
1976-11-01,39896
1976-11-01,39917
1976-11-01,40010
1976-11-01,40053
1976-11-01,40061
1976-11-01,40141
1976-11-01,40272
1976-11-01,40301
1976-11-01,40352
1976-11-01,40416
1976-11-01,40483
1976-11-01,40635
1976-11-01,40803
1976-11-01,41064
1976-11-01,41160
1976-11-01,41179
1976-11-01,41523
1976-11-01,41718
1976-11-01,41929
1976-11-01,42024
1976-11-01,42550
1976-11-01,42833
1976-11-01,42892
1976-11-01,43123
1976-11-01,43238
1976-11-01,43449
1976-11-01,43668
1976-11-01,43721
1976-11-01,43916
1976-11-01,44206
1976-11-01,44409
1976-11-01,44644
1976-11-01,45065
1976-11-01,45081
1976-11-01,45604
1976-11-01,45751
1976-11-01,45794
1976-11-01,45858
1976-11-01,46391
1976-11-01,46447
1976-11-01,46594
1976-11-01,46658
1976-11-01,46674
1976-11-01,46682
1976-11-01,46703
1976-11-01,46850
1976-11-01,47052
1976-11-01,47079
1976-11-01,47300
1976-11-01,47431
1976-11-01,47896
1976-11-01,47941
1976-11-01,48071
1976-11-01,48119
1976-11-01,48223
1976-11-01,48274
1976-11-01,48354
1976-11-01,48370
1976-11-01,48397
1976-11-01,48485
1976-11-01,48506
1976-11-01,48549
1976-11-01,48725
1976-11-01,48960
1976-11-01,49015
1976-11-01,49066
1976-11-01,49154
1976-11-01,49576
1976-11-01,49744
1976-11-01,50024
1976-11-01,50227
1976-11-01,50876
1976-11-01,50956
1976-11-01,51043
1976-11-01,51132
1976-11-01,51377
1976-11-01,51553
1976-11-01,51676
1976-11-01,51772
1976-11-01,52564
1976-11-01,52695
1976-11-01,52919
1976-11-01,53081
1976-11-01,53858
1976-11-01,54615
1976-11-01,54754
1976-11-01,55204
1976-11-01,55351
1976-11-01,55482
1976-11-01,55685
1976-11-01,56223
1976-11-01,56266
1976-11-01,56450
1976-11-01,56485
1976-11-01,56805
1976-11-01,57250
1976-11-01,57592
1976-11-01,58093
1976-11-01,58448
1976-11-01,58472
1976-11-01,58667
1976-11-01,58827
1976-11-01,58990
1976-11-01,59109
1976-11-01,59126
1976-11-01,59176
1976-11-01,59184
1976-11-01,59192
1976-11-01,59221
1976-11-01,59272
1976-11-01,59328
1976-11-01,59379
1976-11-01,59432
1976-11-01,59440
1976-11-01,59459
1976-11-01,59467
1976-11-01,59483
1976-11-01,59520
1976-11-01,59686
1976-11-01,60206
1976-11-01,60506
1976-11-01,60839
1976-11-01,61399
1976-11-01,61604
1976-11-01,62252
1976-11-01,62308
1976-11-01,63096
1976-11-01,64531
1976-11-01,66157
1976-11-01,66333
1976-11-01,66800
1976-11-01,70149
1976-11-01,70578
1976-11-01,71830
1976-11-01,80411
1976-11-01,82959
1976-12-01,10102
1976-12-01,10137
1976-12-01,10145
1976-12-01,10161
1976-12-01,10225
1976-12-01,10233
1976-12-01,10241
1976-12-01,10364
1976-12-01,10372
1976-12-01,10401
1976-12-01,10495
1976-12-01,10516
1976-12-01,10559
1976-12-01,10604
1976-12-01,10751
1976-12-01,10786
1976-12-01,10890
1976-12-01,10970
1976-12-01,10989
1976-12-01,11156
1976-12-01,11260
1976-12-01,11308
1976-12-01,11332
1976-12-01,11340
1976-12-01,11404
1976-12-01,11447
1976-12-01,11471
1976-12-01,11607
1976-12-01,11658
1976-12-01,11674
1976-12-01,11703
1976-12-01,11754
1976-12-01,11762
1976-12-01,11850
1976-12-01,11981
1976-12-01,12036
1976-12-01,12052
1976-12-01,12060
1976-12-01,12079
1976-12-01,12095
1976-12-01,12140
1976-12-01,12319
1976-12-01,12431
1976-12-01,12458
1976-12-01,12490
1976-12-01,12503
1976-12-01,12511
1976-12-01,12570
1976-12-01,12706
1976-12-01,12730
1976-12-01,12749
1976-12-01,12976
1976-12-01,13047
1976-12-01,13100
1976-12-01,13119
1976-12-01,13303
1976-12-01,13311
1976-12-01,13354
1976-12-01,13507
1976-12-01,13522
1976-12-01,13557
1976-12-01,13610
1976-12-01,13661
1976-12-01,13688
1976-12-01,13696
1976-12-01,13821
1976-12-01,13856
1976-12-01,13901
1976-12-01,13928
1976-12-01,14066
1976-12-01,14090
1976-12-01,14189
1976-12-01,14218
1976-12-01,14250
1976-12-01,14322
1976-12-01,14357
1976-12-01,14437
1976-12-01,14496
1976-12-01,14509
1976-12-01,14525
1976-12-01,14533
1976-12-01,14541
1976-12-01,14592
1976-12-01,14656
1976-12-01,14736
1976-12-01,14760
1976-12-01,14795
1976-12-01,14824
1976-12-01,14883
1976-12-01,14891
1976-12-01,15069
1976-12-01,15202
1976-12-01,15368
1976-12-01,15456
1976-12-01,15472
1976-12-01,15560
1976-12-01,15579
1976-12-01,15659
1976-12-01,15667
1976-12-01,15720
1976-12-01,15763
1976-12-01,15923
1976-12-01,15966
1976-12-01,16029
1976-12-01,16088
1976-12-01,16109
1976-12-01,16360
1976-12-01,16424
1976-12-01,16432
1976-12-01,16571
1976-12-01,16651
1976-12-01,16678
1976-12-01,16707
1976-12-01,16870
1976-12-01,17005
1976-12-01,17128
1976-12-01,17144
1976-12-01,17291
1976-12-01,17304
1976-12-01,17478
1976-12-01,17566
1976-12-01,17590
1976-12-01,17750
1976-12-01,17806
1976-12-01,17830
1976-12-01,17953
1976-12-01,17961
1976-12-01,18016
1976-12-01,18032
1976-12-01,18067
1976-12-01,18147
1976-12-01,18163
1976-12-01,18278
1976-12-01,18374
1976-12-01,18382
1976-12-01,18403
1976-12-01,18411
1976-12-01,18446
1976-12-01,18542
1976-12-01,18550
1976-12-01,18569
1976-12-01,18649
1976-12-01,18681
1976-12-01,18729
1976-12-01,18797
1976-12-01,18921
1976-12-01,18948
1976-12-01,18999
1976-12-01,19019
1976-12-01,19027
1976-12-01,19051
1976-12-01,19131
1976-12-01,19166
1976-12-01,19254
1976-12-01,19350
1976-12-01,19377
1976-12-01,19393
1976-12-01,19406
1976-12-01,19414
1976-12-01,19430
1976-12-01,19537
1976-12-01,19553
1976-12-01,19561
1976-12-01,19596
1976-12-01,19692
1976-12-01,19713
1976-12-01,19721
1976-12-01,19895
1976-12-01,19940
1976-12-01,20079
1976-12-01,20124
1976-12-01,20220
1976-12-01,20239
1976-12-01,20263
1976-12-01,20386
1976-12-01,20482
1976-12-01,20562
1976-12-01,20626
1976-12-01,20677
1976-12-01,20730
1976-12-01,20765
1976-12-01,20853
1976-12-01,21004
1976-12-01,21020
1976-12-01,21186
1976-12-01,21207
1976-12-01,21397
1976-12-01,21450
1976-12-01,21485
1976-12-01,21514
1976-12-01,21522
1976-12-01,21557
1976-12-01,21573
1976-12-01,21709
1976-12-01,21768
1976-12-01,21776
1976-12-01,21792
1976-12-01,21821
1976-12-01,21936
1976-12-01,21979
1976-12-01,22007
1976-12-01,22082
1976-12-01,22103
1976-12-01,22111
1976-12-01,22170
1976-12-01,22277
1976-12-01,22293
1976-12-01,22410
1976-12-01,22496
1976-12-01,22509
1976-12-01,22517
1976-12-01,22533
1976-12-01,22541
1976-12-01,22568
1976-12-01,22592
1976-12-01,22613
1976-12-01,22752
1976-12-01,22779
1976-12-01,22840
1976-12-01,22859
1976-12-01,22947
1976-12-01,22955
1976-12-01,23026
1976-12-01,23077
1976-12-01,23085
1976-12-01,23114
1976-12-01,23210
1976-12-01,23229
1976-12-01,23317
1976-12-01,23325
1976-12-01,23341
1976-12-01,23369
1976-12-01,23405
1976-12-01,23448
1976-12-01,23499
1976-12-01,23501
1976-12-01,23536
1976-12-01,23579
1976-12-01,23712
1976-12-01,23720
1976-12-01,23819
1976-12-01,23851
1976-12-01,23915
1976-12-01,23931
1976-12-01,23990
1976-12-01,24010
1976-12-01,24037
1976-12-01,24045
1976-12-01,24096
1976-12-01,24109
1976-12-01,24141
1976-12-01,24184
1976-12-01,24192
1976-12-01,24205
1976-12-01,24221
1976-12-01,24272
1976-12-01,24360
1976-12-01,24424
1976-12-01,24440
1976-12-01,24539
1976-12-01,24563
1976-12-01,24571
1976-12-01,24619
1976-12-01,24627
1976-12-01,24635
1976-12-01,24643
1976-12-01,24678
1976-12-01,24715
1976-12-01,24803
1976-12-01,24811
1976-12-01,24854
1976-12-01,24942
1976-12-01,24985
1976-12-01,24986
1976-12-01,25005
1976-12-01,25013
1976-12-01,25056
1976-12-01,25072
1976-12-01,25160
1976-12-01,25216
1976-12-01,25283
1976-12-01,25320
1976-12-01,25419
1976-12-01,25582
1976-12-01,25769
1976-12-01,25785
1976-12-01,25953
1976-12-01,25988
1976-12-01,26075
1976-12-01,26112
1976-12-01,26120
1976-12-01,26294
1976-12-01,26307
1976-12-01,26382
1976-12-01,26390
1976-12-01,26403
1976-12-01,26438
1976-12-01,26534
1976-12-01,26542
1976-12-01,26550
1976-12-01,26622
1976-12-01,26657
1976-12-01,26681
1976-12-01,26710
1976-12-01,26729
1976-12-01,26788
1976-12-01,26825
1976-12-01,27051
1976-12-01,27086
1976-12-01,27115
1976-12-01,27190
1976-12-01,27297
1976-12-01,27422
1976-12-01,27596
1976-12-01,27713
1976-12-01,27828
1976-12-01,27887
1976-12-01,27940
1976-12-01,27959
1976-12-01,27983
1976-12-01,27991
1976-12-01,28134
1976-12-01,28193
1976-12-01,28222
1976-12-01,28353
1976-12-01,28425
1976-12-01,28484
1976-12-01,28505
1976-12-01,29049
1976-12-01,29196
1976-12-01,30330
1976-12-01,30365
1976-12-01,31288
1976-12-01,31659
1976-12-01,32475
1976-12-01,33056
1976-12-01,33283
1976-12-01,33814
1976-12-01,34032
1976-12-01,34323
1976-12-01,34383
1976-12-01,34833
1976-12-01,34980
1976-12-01,34999
1976-12-01,35211
1976-12-01,36505
1976-12-01,36679
1976-12-01,38156
1976-12-01,38324
1976-12-01,38551
1976-12-01,38578
1976-12-01,38682
1976-12-01,38703
1976-12-01,38762
1976-12-01,38914
1976-12-01,39087
1976-12-01,39271
1976-12-01,39335
1976-12-01,39642
1976-12-01,39669
1976-12-01,39896
1976-12-01,39917
1976-12-01,40010
1976-12-01,40053
1976-12-01,40061
1976-12-01,40141
1976-12-01,40272
1976-12-01,40301
1976-12-01,40352
1976-12-01,40416
1976-12-01,40483
1976-12-01,40635
1976-12-01,40803
1976-12-01,41064
1976-12-01,41080
1976-12-01,41160
1976-12-01,41179
1976-12-01,41523
1976-12-01,41662
1976-12-01,41718
1976-12-01,41929
1976-12-01,42024
1976-12-01,42550
1976-12-01,42833
1976-12-01,42892
1976-12-01,43123
1976-12-01,43238
1976-12-01,43449
1976-12-01,43668
1976-12-01,43721
1976-12-01,43916
1976-12-01,44097
1976-12-01,44206
1976-12-01,44273
1976-12-01,44409
1976-12-01,44644
1976-12-01,45065
1976-12-01,45081
1976-12-01,45604
1976-12-01,45751
1976-12-01,45794
1976-12-01,45858
1976-12-01,46391
1976-12-01,46447
1976-12-01,46578
1976-12-01,46594
1976-12-01,46658
1976-12-01,46674
1976-12-01,46682
1976-12-01,46703
1976-12-01,46850
1976-12-01,47052
1976-12-01,47079
1976-12-01,47300
1976-12-01,47896
1976-12-01,47941
1976-12-01,48071
1976-12-01,48119
1976-12-01,48223
1976-12-01,48274
1976-12-01,48354
1976-12-01,48370
1976-12-01,48397
1976-12-01,48485
1976-12-01,48506
1976-12-01,48549
1976-12-01,48725
1976-12-01,48960
1976-12-01,49015
1976-12-01,49066
1976-12-01,49154
1976-12-01,49576
1976-12-01,49744
1976-12-01,50024
1976-12-01,50227
1976-12-01,50876
1976-12-01,50956
1976-12-01,51043
1976-12-01,51132
1976-12-01,51377
1976-12-01,51553
1976-12-01,51676
1976-12-01,51772
1976-12-01,52564
1976-12-01,52695
1976-12-01,52919
1976-12-01,53081
1976-12-01,53858
1976-12-01,54615
1976-12-01,54754
1976-12-01,55204
1976-12-01,55351
1976-12-01,55482
1976-12-01,55685
1976-12-01,56223
1976-12-01,56266
1976-12-01,56450
1976-12-01,56485
1976-12-01,56805
1976-12-01,57250
1976-12-01,57592
1976-12-01,58093
1976-12-01,58448
1976-12-01,58472
1976-12-01,58667
1976-12-01,58827
1976-12-01,58990
1976-12-01,59109
1976-12-01,59176
1976-12-01,59184
1976-12-01,59192
1976-12-01,59221
1976-12-01,59272
1976-12-01,59328
1976-12-01,59379
1976-12-01,59432
1976-12-01,59440
1976-12-01,59459
1976-12-01,59467
1976-12-01,59483
1976-12-01,59520
1976-12-01,59686
1976-12-01,60206
1976-12-01,60506
1976-12-01,60839
1976-12-01,61399
1976-12-01,61604
1976-12-01,61954
1976-12-01,62252
1976-12-01,62308
1976-12-01,63096
1976-12-01,64531
1976-12-01,66157
1976-12-01,66333
1976-12-01,66800
1976-12-01,70149
1976-12-01,70578
1976-12-01,71830
1976-12-01,80411
1976-12-01,82959
1977-01-01,10102
1977-01-01,10137
1977-01-01,10145
1977-01-01,10161
1977-01-01,10225
1977-01-01,10233
1977-01-01,10241
1977-01-01,10364
1977-01-01,10372
1977-01-01,10401
1977-01-01,10495
1977-01-01,10516
1977-01-01,10559
1977-01-01,10604
1977-01-01,10751
1977-01-01,10786
1977-01-01,10890
1977-01-01,10970
1977-01-01,10989
1977-01-01,11156
1977-01-01,11260
1977-01-01,11308
1977-01-01,11332
1977-01-01,11340
1977-01-01,11404
1977-01-01,11447
1977-01-01,11471
1977-01-01,11607
1977-01-01,11658
1977-01-01,11674
1977-01-01,11703
1977-01-01,11754
1977-01-01,11762
1977-01-01,11850
1977-01-01,11981
1977-01-01,12036
1977-01-01,12052
1977-01-01,12060
1977-01-01,12079
1977-01-01,12095
1977-01-01,12140
1977-01-01,12319
1977-01-01,12431
1977-01-01,12458
1977-01-01,12490
1977-01-01,12503
1977-01-01,12511
1977-01-01,12570
1977-01-01,12706
1977-01-01,12730
1977-01-01,12749
1977-01-01,12976
1977-01-01,13047
1977-01-01,13100
1977-01-01,13119
1977-01-01,13303
1977-01-01,13311
1977-01-01,13354
1977-01-01,13507
1977-01-01,13522
1977-01-01,13557
1977-01-01,13610
1977-01-01,13661
1977-01-01,13688
1977-01-01,13696
1977-01-01,13821
1977-01-01,13856
1977-01-01,13901
1977-01-01,13928
1977-01-01,13980
1977-01-01,14066
1977-01-01,14090
1977-01-01,14189
1977-01-01,14218
1977-01-01,14250
1977-01-01,14322
1977-01-01,14357
1977-01-01,14437
1977-01-01,14496
1977-01-01,14509
1977-01-01,14525
1977-01-01,14533
1977-01-01,14541
1977-01-01,14592
1977-01-01,14656
1977-01-01,14736
1977-01-01,14760
1977-01-01,14795
1977-01-01,14824
1977-01-01,14883
1977-01-01,14891
1977-01-01,15069
1977-01-01,15368
1977-01-01,15456
1977-01-01,15560
1977-01-01,15579
1977-01-01,15659
1977-01-01,15667
1977-01-01,15720
1977-01-01,15763
1977-01-01,15966
1977-01-01,16029
1977-01-01,16109
1977-01-01,16360
1977-01-01,16424
1977-01-01,16432
1977-01-01,16571
1977-01-01,16651
1977-01-01,16678
1977-01-01,16707
1977-01-01,16870
1977-01-01,17005
1977-01-01,17128
1977-01-01,17144
1977-01-01,17291
1977-01-01,17304
1977-01-01,17478
1977-01-01,17566
1977-01-01,17590
1977-01-01,17726
1977-01-01,17750
1977-01-01,17806
1977-01-01,17830
1977-01-01,17953
1977-01-01,17961
1977-01-01,18016
1977-01-01,18032
1977-01-01,18067
1977-01-01,18147
1977-01-01,18163
1977-01-01,18278
1977-01-01,18374
1977-01-01,18382
1977-01-01,18403
1977-01-01,18411
1977-01-01,18446
1977-01-01,18542
1977-01-01,18550
1977-01-01,18569
1977-01-01,18649
1977-01-01,18681
1977-01-01,18729
1977-01-01,18797
1977-01-01,18921
1977-01-01,18948
1977-01-01,18999
1977-01-01,19019
1977-01-01,19027
1977-01-01,19051
